epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,13350.1,0.68771,0.34684,0.8481,0.95738,0.94753,0.97138,0.7834,0.67113,0.31307,0.8254,0.004555,0.004555,0.004555
57,13580.7,0.68441,0.34485,0.84785,0.95243,0.9365,0.96354,0.78732,0.67186,0.31401,0.82583,0.004456,0.004456,0.004456
58,13811.8,0.68399,0.34457,0.84763,0.95047,0.94144,0.96482,0.78542,0.67375,0.31526,0.82568,0.004357,0.004357,0.004357
59,14042.6,0.67368,0.3396,0.84408,0.95876,0.95269,0.97305,0.78658,0.67169,0.31289,0.8249,0.004258,0.004258,0.004258
60,14273.3,0.6778,0.3406,0.84632,0.94791,0.96652,0.97424,0.78858,0.66562,0.31102,0.82438,0.004159,0.004159,0.004159
61,14504.1,0.67336,0.33671,0.84853,0.95698,0.94971,0.97227,0.78483,0.66914,0.31275,0.82591,0.00406,0.00406,0.00406
62,14734.8,0.66574,0.33306,0.84652,0.9579,0.94998,0.97212,0.78574,0.66864,0.3118,0.82576,0.003961,0.003961,0.003961
63,14965.7,0.66699,0.33357,0.84451,0.95215,0.94171,0.96705,0.78463,0.66588,0.30911,0.82543,0.003862,0.003862,0.003862
64,15196.3,0.66009,0.32862,0.84385,0.95327,0.94055,0.96896,0.7877,0.66348,0.30838,0.82471,0.003763,0.003763,0.003763
65,15426.9,0.65899,0.32516,0.84557,0.95789,0.94843,0.97333,0.78705,0.66456,0.30721,0.82441,0.003664,0.003664,0.003664
66,15657.4,0.6607,0.32687,0.84569,0.95532,0.94776,0.97328,0.78958,0.66347,0.30921,0.8245,0.003565,0.003565,0.003565
67,15887.9,0.65634,0.3237,0.8441,0.95567,0.94947,0.97345,0.79186,0.66087,0.30785,0.82532,0.003466,0.003466,0.003466
68,16118.2,0.65002,0.32003,0.84106,0.95562,0.94963,0.97315,0.79258,0.66186,0.3108,0.82398,0.003367,0.003367,0.003367
69,16349.4,0.64803,0.32146,0.84039,0.95313,0.95043,0.97242,0.79119,0.66201,0.30925,0.82383,0.003268,0.003268,0.003268
70,16580.5,0.64775,0.31789,0.84191,0.95253,0.9506,0.97419,0.79221,0.65882,0.30462,0.82374,0.003169,0.003169,0.003169
71,16812.1,0.63986,0.31371,0.83851,0.93921,0.95865,0.97444,0.78783,0.66072,0.30691,0.8237,0.00307,0.00307,0.00307
72,17043.4,0.63754,0.31446,0.83854,0.94903,0.94795,0.97436,0.78759,0.66082,0.3064,0.82334,0.002971,0.002971,0.002971
73,17273.8,0.63359,0.30958,0.83771,0.94791,0.94854,0.97544,0.79129,0.6599,0.30937,0.82313,0.002872,0.002872,0.002872
74,17504.3,0.63541,0.31334,0.83783,0.94681,0.94962,0.975,0.78809,0.65879,0.30556,0.82299,0.002773,0.002773,0.002773
75,17735,0.62859,0.30794,0.83752,0.94892,0.94866,0.97588,0.78935,0.65929,0.30699,0.82327,0.002674,0.002674,0.002674
76,17965.8,0.62512,0.30455,0.83452,0.94931,0.94872,0.97505,0.78629,0.65777,0.30515,0.82325,0.002575,0.002575,0.002575
77,18196.4,0.62112,0.30277,0.83379,0.94753,0.94997,0.97505,0.78725,0.65731,0.30393,0.82335,0.002476,0.002476,0.002476
78,18426.9,0.61947,0.30004,0.83439,0.94638,0.95059,0.97491,0.78672,0.65698,0.30301,0.82357,0.002377,0.002377,0.002377
79,18657.4,0.61368,0.29895,0.83258,0.94535,0.95098,0.97401,0.78423,0.65758,0.30433,0.82363,0.002278,0.002278,0.002278
80,18887.9,0.61629,0.30025,0.83479,0.95053,0.94889,0.97406,0.78454,0.65758,0.30304,0.8235,0.002179,0.002179,0.002179
81,19118.5,0.60829,0.29623,0.83157,0.95117,0.94878,0.97377,0.78603,0.65635,0.30327,0.8234,0.00208,0.00208,0.00208
82,19348.9,0.60569,0.29259,0.83242,0.95305,0.94867,0.97382,0.78608,0.65532,0.30401,0.82339,0.001981,0.001981,0.001981
83,19580,0.60276,0.2924,0.83024,0.95337,0.94825,0.97377,0.78533,0.65564,0.30536,0.82361,0.001882,0.001882,0.001882
84,19811.3,0.59879,0.28959,0.83012,0.9542,0.94693,0.97378,0.78305,0.65526,0.30695,0.82312,0.001783,0.001783,0.001783
85,20042.6,0.5933,0.28643,0.82902,0.95507,0.94517,0.97364,0.78334,0.65497,0.30553,0.82316,0.001684,0.001684,0.001684
86,20273.9,0.59299,0.2858,0.82864,0.95563,0.94624,0.97446,0.78701,0.65364,0.30436,0.82287,0.001585,0.001585,0.001585
87,20504.7,0.58966,0.28403,0.82772,0.95576,0.94659,0.97455,0.78764,0.65305,0.30486,0.82283,0.001486,0.001486,0.001486
88,20735.2,0.58598,0.2818,0.82749,0.95527,0.94723,0.97476,0.78854,0.6528,0.30461,0.82323,0.001387,0.001387,0.001387
89,20965.8,0.58661,0.2815,0.82846,0.95506,0.94707,0.97478,0.78873,0.65289,0.30316,0.82313,0.001288,0.001288,0.001288
90,21196.4,0.58157,0.27819,0.82737,0.95502,0.94687,0.97703,0.79617,0.65261,0.30295,0.8232,0.001189,0.001189,0.001189
91,21448.5,0.55154,0.25008,0.81956,0.95522,0.94683,0.97705,0.79298,0.65266,0.30356,0.82316,0.00109,0.00109,0.00109
92,21678.2,0.5463,0.24668,0.81597,0.95527,0.94696,0.97703,0.79683,0.65091,0.30408,0.82299,0.000991,0.000991,0.000991
93,21907.3,0.5352,0.24193,0.8155,0.95536,0.94694,0.97703,0.79718,0.65061,0.30471,0.82299,0.000892,0.000892,0.000892
94,22136.7,0.53407,0.24152,0.81576,0.9554,0.9464,0.97702,0.79771,0.65008,0.30529,0.82297,0.000793,0.000793,0.000793
95,22365.9,0.52845,0.23794,0.81596,0.95526,0.94658,0.97703,0.79832,0.64966,0.30414,0.82295,0.000694,0.000694,0.000694
96,22595.2,0.52622,0.23558,0.81415,0.95496,0.94702,0.97703,0.79767,0.64998,0.30353,0.823,0.000595,0.000595,0.000595
97,22824.5,0.52086,0.23464,0.81406,0.95429,0.94777,0.97728,0.7976,0.64929,0.30298,0.82286,0.000496,0.000496,0.000496
98,23054,0.51796,0.2321,0.81384,0.9543,0.94766,0.97623,0.79664,0.64917,0.30369,0.82302,0.000397,0.000397,0.000397
99,23283.1,0.51495,0.22953,0.81233,0.96293,0.93563,0.97047,0.79551,0.64835,0.30277,0.82288,0.000298,0.000298,0.000298
100,23512.3,0.51093,0.22718,0.80952,0.9632,0.93527,0.97021,0.79418,0.64827,0.30272,0.82298,0.000199,0.000199,0.000199
